,tilename,UG1,UG2,NP1,NP2,NP3,NP4,NP5
1355,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_28_18_33.jpg,"(6.884259346406907e-05, 0.3281826078891754, 0.9999804496765137)","(0.0009026749758049846, 0.0789719671010971, 0.1156521588563919)","(0.01933739334344864, 0.0008102830615825951, 0.8301347494125366)","(6.366176421579439e-06, 8.865914423950016e-05, 0.5945800542831421)","(2.6004925075540086e-06, 9.674722605268471e-06, 0.9819266200065613)","(0.0010630276519805193, 0.010754168964922428, 0.9806740283966064)","(2.8383481094351737e-06, 1.6413918274338357e-05, 0.9992666840553284)"
1356,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_4_25_41.jpg,"(0.8885983228683472, 0.9266347885131836, 0.00019381284073460847)","(0.33607521653175354, 0.9979304075241089, 0.00013785074406769127)","(0.23893246054649353, 0.9992006421089172, 0.015478741377592087)","(0.8193023204803467, 0.936085045337677, 1.4853135326120537e-05)","(0.8049099445343018, 0.9975529313087463, 7.974316395120695e-05)","(0.501529335975647, 0.999574601650238, 7.08513762219809e-05)","(0.6693827509880066, 0.6473450660705566, 5.372423765948042e-05)"
1357,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_5_21_47.jpg,"(0.4880528748035431, 0.795526385307312, 0.0016659320099279284)","(0.3479117751121521, 0.8408049941062927, 0.0014063817216083407)","(0.7192662954330444, 0.9500070810317993, 1.9637069271993823e-05)","(0.9173429608345032, 0.48919111490249634, 2.3092966330295894e-06)","(0.36434125900268555, 0.9789994955062866, 5.2381430577952415e-05)","(0.059174537658691406, 0.9992088675498962, 0.0004304836329538375)","(0.148040309548378, 0.8928846120834351, 8.163819438777864e-05)"
1358,17-3_UTSW_temporal_6E10/17-3_UTSW_temporal_6E10_3_7_6.jpg,"(0.3833360970020294, 0.8257731199264526, 0.0592496283352375)","(0.9377105832099915, 0.12518732249736786, 0.00010046383977169171)","(0.6977901458740234, 0.4500364363193512, 0.00017037037468980998)","(0.9318358302116394, 0.22454413771629333, 3.055524575756863e-05)","(0.7665560245513916, 0.38629648089408875, 1.1585090760490857e-05)","(0.1055610179901123, 0.9795156121253967, 0.006935175973922014)","(0.9818648099899292, 0.1407896876335144, 8.606998017057776e-05)"
1359,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_11_22_0.jpg,"(0.9147571921348572, 0.9595739841461182, 0.01091541163623333)","(0.8805151581764221, 0.47644278407096863, 0.00023692783724982291)","(0.9905969500541687, 0.682204008102417, 0.0010336353443562984)","(0.8749282360076904, 0.1432325839996338, 2.141071853145604e-08)","(0.9707979559898376, 0.3919461965560913, 0.00015406296006403863)","(0.12950022518634796, 0.9823268055915833, 0.13424816727638245)","(0.9963698387145996, 0.3786645233631134, 0.001348266378045082)"
1360,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_11_26_44.jpg,"(0.9793664813041687, 0.9796605706214905, 3.2227289921138436e-05)","(0.9906119704246521, 0.8953068256378174, 7.580385135952383e-05)","(0.9938264489173889, 0.812376856803894, 0.00021698717318940908)","(0.9998937845230103, 0.7430397272109985, 9.719617111159096e-09)","(0.9983996748924255, 0.8308601379394531, 8.130268156492093e-07)","(0.9956580400466919, 0.9999525547027588, 1.4297021152742673e-05)","(0.9979257583618164, 0.4688873291015625, 1.2227025763422716e-05)"
1361,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_6_25_18.jpg,"(0.12384196370840073, 0.9833328723907471, 0.050622936338186264)","(0.9127867817878723, 0.9639447927474976, 5.755836900789291e-05)","(0.7366741299629211, 0.990436851978302, 0.00030576696735806763)","(0.8194838762283325, 0.7462364435195923, 9.687279089121148e-06)","(0.6665664315223694, 0.9975852966308594, 0.002652800874784589)","(0.03870099410414696, 0.9984999895095825, 0.00025989662390202284)","(0.3607495129108429, 0.8617316484451294, 1.5195446394500323e-05)"
1362,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_6_26_29.jpg,"(6.0548136389115825e-05, 0.00013888832472730428, 0.9999973773956299)","(1.623700840447384e-09, 2.4812297283460794e-07, 0.9999940395355225)","(5.329876557880198e-07, 4.836866196455958e-08, 0.9999573230743408)","(3.3051865688804583e-09, 2.039182390944916e-06, 0.9996602535247803)","(1.2988429221039155e-09, 1.2574377095120326e-08, 0.9999114274978638)","(4.233020808896981e-05, 0.0003655655891634524, 0.9999866485595703)","(1.3342689442197297e-07, 5.28213649886311e-06, 0.999998927116394)"
1363,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_6_25_51.jpg,"(0.9953827261924744, 0.9538929462432861, 0.001264981459826231)","(0.9978590607643127, 0.9819159507751465, 4.9280984967481345e-05)","(0.999038815498352, 0.9973082542419434, 2.868719275284093e-05)","(0.9990332126617432, 0.7906880974769592, 3.012796980783605e-07)","(0.9990963935852051, 0.9953092932701111, 6.890535075854132e-08)","(0.03297172859311104, 0.9999996423721313, 5.617183705908246e-05)","(0.8839782476425171, 0.9202579855918884, 3.2599957648926647e-06)"
1364,NA15UCDtemporalgyri _4G8/NA15UCDtemporalgyri _4G8_11_12_10.jpg,"(0.02060859464108944, 0.056654077023267746, 0.9852795600891113)","(3.8011105061741546e-05, 1.559666998218745e-05, 0.9930457472801208)","(0.00020989148470107466, 0.05388425290584564, 0.1257484406232834)","(2.771398976619821e-05, 0.01055269967764616, 0.021487122401595116)","(0.00030963096651248634, 0.045766815543174744, 0.016617050394415855)","(0.0025726722087711096, 0.0407467819750309, 0.08410384505987167)","(0.0004833873827010393, 0.003898876253515482, 0.7125115394592285)"
1365,cw15-29/cw15-29_4_20_35.jpg,"(0.0007616821676492691, 0.24221278727054596, 0.996161937713623)","(0.00045677763409912586, 0.02636493369936943, 0.9775797724723816)","(0.0064537194557487965, 0.03163277730345726, 0.7190759181976318)","(0.0036317622289061546, 0.01231763232499361, 0.24154451489448547)","(0.0007554005132988095, 0.08288070559501648, 0.579319179058075)","(0.000928160676266998, 0.009603559039533138, 0.8913198113441467)","(0.0195101760327816, 0.056455373764038086, 0.9665034413337708)"
1366,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_8_11_7.jpg,"(0.2076677680015564, 0.9695128202438354, 0.012272651307284832)","(0.005866111256182194, 0.9983606934547424, 0.02539077401161194)","(0.027751615270972252, 0.999862551689148, 2.324756860616617e-05)","(0.1565571278333664, 0.7440404891967773, 2.3282389065570896e-06)","(0.028448112308979034, 0.999213695526123, 0.0002317712496733293)","(0.0008180965669453144, 0.9997460246086121, 7.314532558666542e-05)","(0.28646349906921387, 0.8421610593795776, 2.4977091015898623e-05)"
1367,cw15-29/cw15-29_3_31_52.jpg,"(0.20390163362026215, 0.06020696833729744, 0.11340814083814621)","(0.03270458057522774, 0.04488467425107956, 0.24789437651634216)","(0.013984263874590397, 0.35518142580986023, 0.18118248879909515)","(0.00437989691272378, 0.18566787242889404, 0.1653313934803009)","(0.0006719290977343917, 0.5562275648117065, 0.033971305936574936)","(0.06050596386194229, 0.016856392845511436, 0.9374104738235474)","(0.002630621660500765, 0.058837100863456726, 0.6495165824890137)"
1368,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_7_25_7.jpg,"(0.0008591968799009919, 0.44922757148742676, 0.9977142810821533)","(0.003181512700393796, 0.11451353132724762, 0.40839508175849915)","(0.00025048988754861057, 0.0046193948946893215, 0.9291210174560547)","(3.2686646591173485e-05, 0.004642992280423641, 0.7449992299079895)","(0.0002768227132037282, 0.05007615685462952, 0.8852583169937134)","(0.011822693981230259, 0.39294835925102234, 0.4833570718765259)","(3.43614628945943e-05, 0.014147112146019936, 0.9988498687744141)"
1369,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_10_26_14.jpg,"(0.9720825552940369, 0.9821624159812927, 0.0012994423741474748)","(0.29948630928993225, 0.9894298911094666, 0.0009345488506369293)","(0.6365882158279419, 0.9816864728927612, 0.00012496006092987955)","(0.5151322484016418, 0.8639479279518127, 0.0011481870897114277)","(0.5408899188041687, 0.9966810345649719, 9.522954869112255e-09)","(0.9986485838890076, 0.9989252686500549, 0.002193937310948968)","(0.9950606226921082, 0.24913397431373596, 0.0005397468921728432)"
1370,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_12_28_15.jpg,"(0.6698857545852661, 0.025075478479266167, 0.0009664245299063623)","(0.2715965509414673, 0.10677684098482132, 1.1761107365781953e-10)","(0.001010172301903367, 0.7082606554031372, 1.4322976312541869e-05)","(0.003734846832230687, 0.3127690851688385, 5.484627763507888e-06)","(0.2753340005874634, 0.20550771057605743, 4.357735633675475e-06)","(0.9991346001625061, 0.9866713881492615, 1.0795985190270585e-06)","(0.012348271906375885, 0.7061739563941956, 0.9700619578361511)"
1371,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_15_9_59.jpg,"(0.9706713557243347, 0.9452400207519531, 0.00026836717734113336)","(0.9458380341529846, 0.5798107385635376, 2.7193676942260936e-05)","(0.9816727042198181, 0.9733191132545471, 0.00017285415378864855)","(0.8840076923370361, 0.7165721654891968, 2.5148251552309375e-06)","(0.9797746539115906, 0.9669780135154724, 4.010727207059972e-05)","(0.8291669487953186, 0.9862475991249084, 4.540687223197892e-05)","(0.9701337814331055, 0.7526134848594666, 0.0013776434352621436)"
1372,cw13-0/cw13-0_19_17_20.jpg,"(1.8458957129041664e-05, 3.189415292581543e-05, 0.9999871253967285)","(0.0001087720665964298, 4.436480230651796e-05, 0.852889358997345)","(7.4201625466230325e-06, 2.305476118635852e-05, 0.9367008805274963)","(1.0760589930214337e-07, 3.5318880691193044e-05, 0.4077536463737488)","(3.308925442979671e-05, 2.523939635068473e-08, 0.8822264671325684)","(0.0002775925968308002, 0.00024989782832562923, 0.9060265421867371)","(2.0370732727315044e-06, 2.6964646167471074e-05, 0.999968409538269)"
1373,cw13-0/cw13-0_14_22_32.jpg,"(0.17703305184841156, 0.029735101386904716, 0.1452949345111847)","(0.011390475556254387, 0.050594642758369446, 0.17076565325260162)","(0.0004610974865499884, 0.2755970358848572, 0.1390467882156372)","(0.0049606021493673325, 0.05299588292837143, 0.0046904804185032845)","(0.00035373217542655766, 0.5825228095054626, 0.19202302396297455)","(0.007548580877482891, 0.01917880028486252, 0.7457528114318848)","(0.006857753731310368, 0.12080623209476471, 0.38767313957214355)"
1374,NA7UCDtemporalgyri _4G8/NA7UCDtemporalgyri _4G8_12_6_4.jpg,"(0.00011036843352485448, 0.03735971450805664, 0.9787089228630066)","(0.01426063571125269, 0.06411290913820267, 0.01654810830950737)","(0.011665231548249722, 0.15919634699821472, 0.10172365605831146)","(0.14590217173099518, 0.024055790156126022, 2.9842189178452827e-05)","(0.002927793888375163, 0.7443697452545166, 0.028065934777259827)","(0.21394729614257812, 0.0030534721445292234, 0.6720736622810364)","(0.0027884752489626408, 0.8802043795585632, 0.014269198291003704)"
1375,cw13-0/cw13-0_19_17_47.jpg,"(0.005172984674572945, 0.020470554009079933, 0.961421012878418)","(0.005646944977343082, 0.004404198843985796, 0.922746479511261)","(0.00023047879221849144, 0.055692702531814575, 0.9532659649848938)","(6.889408541610464e-05, 0.002255316823720932, 0.2948811650276184)","(0.0039636800065636635, 0.06377049535512924, 0.8699764013290405)","(0.005403380375355482, 0.0317445732653141, 0.9819688200950623)","(0.0015026218025013804, 0.12990546226501465, 0.9948142766952515)"
1376,cw15-12/cw15-12_27_39_25.jpg,"(0.0181033406406641, 0.031600259244441986, 0.9669016003608704)","(0.021900635212659836, 0.006352560129016638, 0.9562940001487732)","(0.0009713355102576315, 0.000387643143767491, 0.9897846579551697)","(0.007019674871116877, 0.06377114355564117, 0.10164376348257065)","(0.00038509099977090955, 0.00198765704408288, 0.9901019334793091)","(0.0022700733970850706, 0.0017167184269055724, 0.9974557757377625)","(0.001592111075296998, 0.0320507287979126, 0.9863644242286682)"
1377,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_26_15_2.jpg,"(5.85156558372546e-05, 0.011911002919077873, 0.9999988079071045)","(1.9724211597349495e-05, 0.0003672550374176353, 0.9873917698860168)","(0.0002411941677564755, 0.00027543690521270037, 0.9971862435340881)","(1.2366093642413034e-06, 0.00036900502163916826, 0.9973898530006409)","(7.211649517557817e-06, 2.639980084495619e-05, 0.9997453093528748)","(0.0004648609028663486, 0.008323988877236843, 0.9935669302940369)","(7.039947149678483e-07, 0.0013750145444646478, 0.9999955892562866)"
1378,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_11_21_64.jpg,"(0.04947527498006821, 0.9998487234115601, 3.2662468584021553e-05)","(0.04188324511051178, 0.9992375373840332, 0.0002123689337167889)","(0.0010763299651443958, 0.9999983310699463, 6.640303763560951e-05)","(0.005538415163755417, 0.9892394542694092, 3.547545901483318e-08)","(0.6342024207115173, 0.9995743632316589, 2.244630923087243e-05)","(0.0026754119899123907, 0.9999814033508301, 0.0007025385275483131)","(0.19880257546901703, 0.9868829846382141, 8.485768375976477e-06)"
1379,8-3_UTSW_temporal_6E10/8-3_UTSW_temporal_6E10_6_20_24.jpg,"(3.6385321436682716e-05, 0.016481194645166397, 0.9999487400054932)","(0.0002689027169253677, 0.0012216931208968163, 0.993535041809082)","(8.922562119551003e-05, 0.00904399249702692, 0.9945911765098572)","(2.511998502541246e-07, 6.4990276769094635e-06, 0.9982668161392212)","(0.052855104207992554, 0.30328282713890076, 0.8297924399375916)","(9.101130854105577e-05, 0.1303485482931137, 0.9994099140167236)","(2.488647987775039e-05, 0.0016584140248596668, 0.9999995231628418)"
1380,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_14_28_20.jpg,"(0.1620561182498932, 0.9765694737434387, 0.00041371522820554674)","(0.2961534559726715, 0.9578089118003845, 9.710401354823261e-05)","(0.38903141021728516, 0.993304431438446, 5.225860491009371e-07)","(0.7000170350074768, 0.8319023251533508, 7.03740994367763e-08)","(0.6813549399375916, 0.9731218218803406, 2.904126006342267e-07)","(0.007558246608823538, 0.9999984502792358, 1.1390624422347173e-05)","(0.400601863861084, 0.8886158466339111, 3.4517101994424593e-06)"
1381,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_14_30_10.jpg,"(0.15894393622875214, 0.9658543467521667, 0.00017784448573365808)","(0.9635626673698425, 0.1961503028869629, 7.045009169814875e-06)","(0.9164523482322693, 0.6548892855644226, 1.6534845599380787e-06)","(0.9503026008605957, 0.37693047523498535, 2.2454801182902884e-06)","(0.994823694229126, 0.2182575762271881, 7.452377559502565e-08)","(0.7937121987342834, 0.9730920195579529, 2.447986389597645e-06)","(0.9626730680465698, 0.13214324414730072, 7.306869065359933e-07)"
1382,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_10_20_12.jpg,"(0.0029682384338229895, 0.17667526006698608, 0.9946004152297974)","(0.0011703851632773876, 0.014897704124450684, 0.7663621306419373)","(0.0007863977225497365, 0.0785076692700386, 0.9952925443649292)","(0.003601762931793928, 0.002971300855278969, 0.17419645190238953)","(8.589028766436968e-06, 0.3198099136352539, 0.9990621209144592)","(0.29332882165908813, 0.015258821658790112, 0.013476521708071232)","(0.0019724653102457523, 0.11799369752407074, 0.9428908824920654)"
1383,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_25_16_14.jpg,"(0.001828315551392734, 0.9891660809516907, 0.20105110108852386)","(0.012381999753415585, 0.9753820896148682, 0.0001550184388179332)","(0.4728347659111023, 0.9829927086830139, 0.00040122526115737855)","(0.03879972919821739, 0.8684611916542053, 3.9692302379989997e-05)","(0.040110666304826736, 0.8809026479721069, 0.00047345785424113274)","(0.0022797645069658756, 0.9666358232498169, 0.002813862171024084)","(0.6222320795059204, 0.8792542815208435, 0.00029809228726662695)"
1384,NA28UCDtemporalgyri _4G8/NA28UCDtemporalgyri _4G8_28_17_9.jpg,"(0.0007849453249946237, 0.9261006712913513, 0.9996875524520874)","(0.001926455763168633, 0.3393471837043762, 0.017820298671722412)","(0.04783955588936806, 0.01304719690233469, 0.9502803087234497)","(0.00013246774324215949, 0.008441630750894547, 0.9478862881660461)","(9.453749953536317e-05, 0.0024859134573489428, 0.9224173426628113)","(0.0026058435905724764, 0.029991790652275085, 0.9768767952919006)","(0.0001485032116761431, 0.18577854335308075, 0.9993846416473389)"
1385,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_17_22_18.jpg,"(0.6740158796310425, 0.9492530226707458, 0.008113902993500233)","(0.6060044169425964, 0.9893877506256104, 0.0018192051211372018)","(0.5624287724494934, 0.9989644289016724, 0.00584864616394043)","(0.9685829281806946, 0.7887289524078369, 3.708987787831575e-05)","(0.8938822746276855, 0.9879133105278015, 0.00012208597036078572)","(0.02163437008857727, 0.9999908208847046, 0.00220608152449131)","(0.6061071753501892, 0.8954246044158936, 4.895357778877951e-05)"
1386,cw18-48/cw18-48_28_29_14.jpg,"(0.0032747313380241394, 0.03863796591758728, 0.23040886223316193)","(0.0022234513889998198, 0.0039949375204741955, 0.026623927056789398)","(0.006211085710674524, 0.11885126680135727, 0.0747704729437828)","(0.00016764906467869878, 0.012332755140960217, 0.005999914836138487)","(0.00019903371867258102, 0.0016909899422898889, 0.021993691101670265)","(0.0035031605511903763, 0.1454654335975647, 0.13713735342025757)","(0.01556246168911457, 0.08334159851074219, 0.2976197302341461)"
1387,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_11_23_41.jpg,"(0.8281915187835693, 0.7524998784065247, 0.00027588580269366503)","(0.145674929022789, 0.7925088405609131, 9.294079791288823e-05)","(0.8695403337478638, 0.7630647420883179, 5.400585450843209e-06)","(0.28940051794052124, 0.9153837561607361, 3.0986889214545954e-06)","(0.5061337947845459, 0.9245606660842896, 6.564019713550806e-06)","(0.48454535007476807, 0.9961739182472229, 8.32652222015895e-06)","(0.16353031992912292, 0.8867929577827454, 1.5325464119086973e-05)"
1388,NA37UCDtemporalgyri _4G8/NA37UCDtemporalgyri _4G8_19_24_15.jpg,"(0.4613611102104187, 0.9381685853004456, 0.0052640424109995365)","(0.2532801330089569, 0.2367447465658188, 0.00745421601459384)","(0.11511223763227463, 0.990764856338501, 2.7971805138804484e-06)","(0.38880449533462524, 0.6284688711166382, 0.0001289928623009473)","(0.9897980690002441, 0.0605221763253212, 0.0001991831377381459)","(0.9980078339576721, 0.17517182230949402, 1.6408363080699928e-05)","(0.2845461964607239, 0.8970330357551575, 0.0001548325817566365)"
1389,NA23UCDtemporalgyri _4G8/NA23UCDtemporalgyri _4G8_7_29_14.jpg,"(0.00011763776274165139, 0.7004232406616211, 0.8655486106872559)","(0.00011648234067251906, 0.39261651039123535, 0.0007937597692944109)","(0.0007593036280013621, 0.20898891985416412, 0.9276714324951172)","(3.3808726129791467e-07, 8.832591265672818e-05, 0.5788645148277283)","(0.0001363966439384967, 0.3622145354747772, 0.0707717016339302)","(0.0001974632905330509, 0.016477344557642937, 0.003332604421302676)","(7.788788934703916e-06, 0.9558220505714417, 0.9859974384307861)"
